Format,Metric,Year,Revenue[$],Units
DVD,Units,1973,0,0
Other,Units,1973,0,0
Tape,Units,1973,0,91000000
Download,Units,1973,0,0
Streaming,Value,1973,0,0
Cassette,Units,1973,0,15000000
Vinyl,Units,1973,0,280000000
CD,Units,1973,0,0
Streaming,Units,1973,0,0
Other,Units,1973,0,0
Other,Value,1973,0,0
CD,Units,1974,0,0
CD,Units,1975,0,0
CD,Units,1976,0,0
CD,Units,1977,0,0
CD,Units,1978,0,0
CD,Units,1979,0,0
CD,Units,1980,0,0
CD,Units,1981,0,0
CD,Units,1982,0,0
CD,Units,1983,0,1000000
CD,Units,1984,0,6000000
CD,Units,1985,0,23000000
CD,Units,1986,0,53000000
CD,Units,1987,0,102000000
CD,Units,1988,0,150000000
CD,Units,1989,0,207000000
CD,Units,1990,0,287000000
CD,Units,1991,0,333000000
CD,Units,1992,0,408000000
CD,Units,1993,0,495000000
CD,Units,1994,0,662000000
CD,Units,1995,0,723000000
CD,Units,1996,0,779000000
CD,Units,1997,0,753000000
CD,Units,1998,0,847000000
CD,Units,1999,0,939000000
CD,Units,2000,0,943000000
CD,Units,2001,0,882000000
CD,Units,2002,0,803000000
CD,Units,2003,0,746000000
CD,Units,2004,0,767000000
CD,Units,2005,0,705000000
CD,Units,2006,0,620000000
CD,Units,2007,0,500000000
CD,Units,2008,0,368000000
CD,Units,2009,0,297000000
CD,Units,2010,0,253000000
CD,Units,2011,0,241000000
CD,Units,2012,0,198000000
CD,Units,2013,0,174000000
CD,Units,2014,0,139000000
CD,Units,2015,0,117000000
CD,Units,2016,0,98000000
CD,Units,2017,0,88000000
CD,Units,2018,0,52000000
CD,Units,2019,0,47000000
CD,Units,1973,0,0
CD,Units,1974,0,0
CD,Units,1975,0,0
CD,Units,1976,0,0
CD,Units,1977,0,0
CD,Units,1978,0,0
CD,Units,1979,0,0
CD,Units,1980,0,0
CD,Units,1981,0,0
CD,Units,1982,0,0
CD,Units,1983,0,0
CD,Units,1984,0,0
CD,Units,1985,0,0
CD,Units,1986,0,0
CD,Units,1987,0,0
CD,Units,1988,0,2000000
CD,Units,1989,0,0
CD,Units,1990,0,1000000
CD,Units,1991,0,6000000
CD,Units,1992,0,7000000
CD,Units,1993,0,8000000
CD,Units,1994,0,9000000
CD,Units,1995,0,22000000
CD,Units,1996,0,43000000
CD,Units,1997,0,67000000
CD,Units,1998,0,56000000
CD,Units,1999,0,56000000
CD,Units,2000,0,34000000
CD,Units,2001,0,17000000
CD,Units,2002,0,5000000
CD,Units,2003,0,8000000
CD,Units,2004,0,3000000
CD,Units,2005,0,3000000
CD,Units,2006,0,2000000
CD,Units,2007,0,3000000
CD,Units,2008,0,1000000
CD,Units,2009,0,1000000
CD,Units,2010,0,1000000
CD,Units,2011,0,1000000
CD,Units,2012,0,1000000
CD,Units,2013,0,1000000
CD,Units,2014,0,1000000
CD,Units,2015,0,0
CD,Units,2016,0,0
CD,Units,2017,0,0
CD,Units,2018,0,0
CD,Units,2019,0,0
Cassette,Units,1974,0,15000000
Cassette,Units,1975,0,16000000
Cassette,Units,1976,0,22000000
Cassette,Units,1977,0,37000000
Cassette,Units,1978,0,61000000
Cassette,Units,1979,0,79000000
Cassette,Units,1980,0,99000000
Cassette,Units,1981,0,124000000
Cassette,Units,1982,0,183000000
Cassette,Units,1983,0,237000000
Cassette,Units,1984,0,332000000
Cassette,Units,1985,0,339000000
Cassette,Units,1986,0,345000000
Cassette,Units,1987,0,410000000
Cassette,Units,1988,0,450000000
Cassette,Units,1989,0,446000000
Cassette,Units,1990,0,442000000
Cassette,Units,1991,0,360000000
Cassette,Units,1992,0,366000000
Cassette,Units,1993,0,340000000
Cassette,Units,1994,0,345000000
Cassette,Units,1995,0,273000000
Cassette,Units,1996,0,225000000
Cassette,Units,1997,0,173000000
Cassette,Units,1998,0,159000000
Cassette,Units,1999,0,124000000
Cassette,Units,2000,0,76000000
Cassette,Units,2001,0,45000000
Cassette,Units,2002,0,31000000
Cassette,Units,2003,0,17000000
Cassette,Units,2004,0,5000000
Cassette,Units,2005,0,3000000
Cassette,Units,2006,0,1000000
Cassette,Units,2007,0,0
Cassette,Units,2008,0,0
Cassette,Units,2009,0,0
Cassette,Units,2010,0,0
Cassette,Units,2011,0,0
Cassette,Units,2012,0,0
Cassette,Units,2013,0,0
Cassette,Units,2014,0,0
Cassette,Units,2015,0,0
Cassette,Units,2016,0,0
Cassette,Units,2017,0,0
Cassette,Units,2018,0,0
Cassette,Units,2019,0,0
Cassette,Units,1973,0,0
Cassette,Units,1974,0,0
Cassette,Units,1975,0,0
Cassette,Units,1976,0,0
Cassette,Units,1977,0,0
Cassette,Units,1978,0,0
Cassette,Units,1979,0,0
Cassette,Units,1980,0,0
Cassette,Units,1981,0,0
Cassette,Units,1982,0,0
Cassette,Units,1983,0,0
Cassette,Units,1984,0,0
Cassette,Units,1985,0,0
Cassette,Units,1986,0,0
Cassette,Units,1987,0,5000000
Cassette,Units,1988,0,23000000
Cassette,Units,1989,0,76000000
Cassette,Units,1990,0,87000000
Cassette,Units,1991,0,69000000
Cassette,Units,1992,0,85000000
Cassette,Units,1993,0,86000000
Cassette,Units,1994,0,81000000
Cassette,Units,1995,0,71000000
Cassette,Units,1996,0,60000000
Cassette,Units,1997,0,42000000
Cassette,Units,1998,0,26000000
Cassette,Units,1999,0,14000000
Cassette,Units,2000,0,1000000
Cassette,Units,2001,0,-2000000
Cassette,Units,2002,0,-1000000
Cassette,Units,2003,0,0
Cassette,Units,2004,0,0
Cassette,Units,2005,0,0
Cassette,Units,2006,0,0
Cassette,Units,2007,0,0
Cassette,Units,2008,0,0
Cassette,Units,2009,0,0
Cassette,Units,2010,0,0
Cassette,Units,2011,0,0
Cassette,Units,2012,0,0
Cassette,Units,2013,0,0
Cassette,Units,2014,0,0
Cassette,Units,2015,0,0
Cassette,Units,2016,0,0
Cassette,Units,2017,0,0
Cassette,Units,2018,0,0
Cassette,Units,2019,0,0
Vinyl,Units,1974,0,276000000
Vinyl,Units,1975,0,257000000
Vinyl,Units,1976,0,273000000
Vinyl,Units,1977,0,344000000
Vinyl,Units,1978,0,341000000
Vinyl,Units,1979,0,290000000
Vinyl,Units,1980,0,308000000
Vinyl,Units,1981,0,295000000
Vinyl,Units,1982,0,244000000
Vinyl,Units,1983,0,210000000
Vinyl,Units,1984,0,205000000
Vinyl,Units,1985,0,167000000
Vinyl,Units,1986,0,125000000
Vinyl,Units,1987,0,107000000
Vinyl,Units,1988,0,72000000
Vinyl,Units,1989,0,35000000
Vinyl,Units,1990,0,12000000
Vinyl,Units,1991,0,5000000
Vinyl,Units,1992,0,2000000
Vinyl,Units,1993,0,1000000
Vinyl,Units,1994,0,2000000
Vinyl,Units,1995,0,2000000
Vinyl,Units,1996,0,3000000
Vinyl,Units,1997,0,3000000
Vinyl,Units,1998,0,3000000
Vinyl,Units,1999,0,3000000
Vinyl,Units,2000,0,2000000
Vinyl,Units,2001,0,2000000
Vinyl,Units,2002,0,2000000
Vinyl,Units,2003,0,2000000
Vinyl,Units,2004,0,1000000
Vinyl,Units,2005,0,1000000
Vinyl,Units,2006,0,1000000
Vinyl,Units,2007,0,1000000
Vinyl,Units,2008,0,3000000
Vinyl,Units,2009,0,4000000
Vinyl,Units,2010,0,4000000
Vinyl,Units,2011,0,6000000
Vinyl,Units,2012,0,7000000
Vinyl,Units,2013,0,9000000
Vinyl,Units,2014,0,10000000
Vinyl,Units,2015,0,14000000
Vinyl,Units,2016,0,15000000
Vinyl,Units,2017,0,16000000
Vinyl,Units,2018,0,17000000
Vinyl,Units,2019,0,19000000
Vinyl,Units,1973,0,228000000
Vinyl,Units,1974,0,204000000
Vinyl,Units,1975,0,164000000
Vinyl,Units,1976,0,190000000
Vinyl,Units,1977,0,190000000
Vinyl,Units,1978,0,190000000
Vinyl,Units,1979,0,212000000
Vinyl,Units,1980,0,157000000
Vinyl,Units,1981,0,155000000
Vinyl,Units,1982,0,137000000
Vinyl,Units,1983,0,125000000
Vinyl,Units,1984,0,132000000
Vinyl,Units,1985,0,121000000
Vinyl,Units,1986,0,94000000
Vinyl,Units,1987,0,82000000
Vinyl,Units,1988,0,66000000
Vinyl,Units,1989,0,37000000
Vinyl,Units,1990,0,28000000
Vinyl,Units,1991,0,22000000
Vinyl,Units,1992,0,20000000
Vinyl,Units,1993,0,15000000
Vinyl,Units,1994,0,12000000
Vinyl,Units,1995,0,10000000
Vinyl,Units,1996,0,10000000
Vinyl,Units,1997,0,8000000
Vinyl,Units,1998,0,5000000
Vinyl,Units,1999,0,5000000
Vinyl,Units,2000,0,5000000
Vinyl,Units,2001,0,6000000
Vinyl,Units,2002,0,4000000
Vinyl,Units,2003,0,4000000
Vinyl,Units,2004,0,4000000
Vinyl,Units,2005,0,2000000
Vinyl,Units,2006,0,2000000
Vinyl,Units,2007,0,1000000
Vinyl,Units,2008,0,0
Vinyl,Units,2009,0,0
Vinyl,Units,2010,0,0
Vinyl,Units,2011,0,0
Vinyl,Units,2012,0,0
Vinyl,Units,2013,0,0
Vinyl,Units,2014,0,0
Vinyl,Units,2015,0,1000000
Vinyl,Units,2016,0,0
Vinyl,Units,2017,0,0
Vinyl,Units,2018,0,0
Vinyl,Units,2019,0,0
Tape,Units,1974,0,97000000
Tape,Units,1975,0,95000000
Tape,Units,1976,0,106000000
Tape,Units,1977,0,127000000
Tape,Units,1978,0,134000000
Tape,Units,1979,0,102000000
Tape,Units,1980,0,85000000
Tape,Units,1981,0,50000000
Tape,Units,1982,0,14000000
Tape,Units,1983,0,0
Tape,Units,1984,0,0
Tape,Units,1985,0,0
Tape,Units,1986,0,0
Tape,Units,1987,0,0
Tape,Units,1988,0,0
Tape,Units,1989,0,0
Tape,Units,1990,0,0
Tape,Units,1991,0,0
Tape,Units,1992,0,0
Tape,Units,1993,0,0
Tape,Units,1994,0,0
Tape,Units,1995,0,0
Tape,Units,1996,0,0
Tape,Units,1997,0,0
Tape,Units,1998,0,0
Tape,Units,1999,0,0
Tape,Units,2000,0,0
Tape,Units,2001,0,0
Tape,Units,2002,0,0
Tape,Units,2003,0,0
Tape,Units,2004,0,0
Tape,Units,2005,0,0
Tape,Units,2006,0,0
Tape,Units,2007,0,0
Tape,Units,2008,0,0
Tape,Units,2009,0,0
Tape,Units,2010,0,0
Tape,Units,2011,0,0
Tape,Units,2012,0,0
Tape,Units,2013,0,0
Tape,Units,2014,0,0
Tape,Units,2015,0,0
Tape,Units,2016,0,0
Tape,Units,2017,0,0
Tape,Units,2018,0,0
Tape,Units,2019,0,0
Tape,Units,1973,0,2000000
Tape,Units,1974,0,2000000
Tape,Units,1975,0,2000000
Tape,Units,1976,0,1000000
Tape,Units,1977,0,0
Tape,Units,1978,0,0
Tape,Units,1979,0,0
Tape,Units,1980,0,0
Tape,Units,1981,0,0
Tape,Units,1982,0,0
Tape,Units,1983,0,0
Tape,Units,1984,0,0
Tape,Units,1985,0,0
Tape,Units,1986,0,0
Tape,Units,1987,0,0
Tape,Units,1988,0,0
Tape,Units,1989,0,0
Tape,Units,1990,0,0
Tape,Units,1991,0,0
Tape,Units,1992,0,0
Tape,Units,1993,0,0
Tape,Units,1994,0,0
Tape,Units,1995,0,0
Tape,Units,1996,0,0
Tape,Units,1997,0,0
Tape,Units,1998,0,0
Tape,Units,1999,0,0
Tape,Units,2000,0,0
Tape,Units,2001,0,0
Tape,Units,2002,0,0
Tape,Units,2003,0,0
Tape,Units,2004,0,0
Tape,Units,2005,0,0
Tape,Units,2006,0,0
Tape,Units,2007,0,0
Tape,Units,2008,0,0
Tape,Units,2009,0,0
Tape,Units,2010,0,0
Tape,Units,2011,0,0
Tape,Units,2012,0,0
Tape,Units,2013,0,0
Tape,Units,2014,0,0
Tape,Units,2015,0,0
Tape,Units,2016,0,0
Tape,Units,2017,0,0
Tape,Units,2018,0,0
Tape,Units,2019,0,0
Other,Units,1974,0,0
Other,Units,1975,0,0
Other,Units,1976,0,0
Other,Units,1977,0,0
Other,Units,1978,0,0
Other,Units,1979,0,0
Other,Units,1980,0,0
Other,Units,1981,0,0
Other,Units,1982,0,0
Other,Units,1983,0,0
Other,Units,1984,0,0
Other,Units,1985,0,0
Other,Units,1986,0,0
Other,Units,1987,0,0
Other,Units,1988,0,0
Other,Units,1989,0,6000000
Other,Units,1990,0,9000000
Other,Units,1991,0,6000000
Other,Units,1992,0,8000000
Other,Units,1993,0,11000000
Other,Units,1994,0,11000000
Other,Units,1995,0,13000000
Other,Units,1996,0,17000000
Other,Units,1997,0,19000000
Other,Units,1998,0,27000000
Other,Units,1999,0,20000000
Other,Units,2000,0,18000000
Other,Units,2001,0,18000000
Other,Units,2002,0,15000000
Other,Units,2003,0,20000000
Other,Units,2004,0,33000000
Other,Units,2005,0,34000000
Other,Units,2006,0,23000000
Other,Units,2007,0,28000000
Other,Units,2008,0,13000000
Other,Units,2009,0,12000000
Other,Units,2010,0,9000000
Other,Units,2011,0,8000000
Other,Units,2012,0,6000000
Other,Units,2013,0,5000000
Other,Units,2014,0,4000000
Other,Units,2015,0,3000000
Other,Units,2016,0,2000000
Other,Units,2017,0,2000000
Other,Units,2018,0,1000000
Other,Units,2019,0,1000000
DVD,Units,1974,0,0
DVD,Units,1975,0,0
DVD,Units,1976,0,0
DVD,Units,1977,0,0
DVD,Units,1978,0,0
DVD,Units,1979,0,0
DVD,Units,1980,0,0
DVD,Units,1981,0,0
DVD,Units,1982,0,0
DVD,Units,1983,0,0
DVD,Units,1984,0,0
DVD,Units,1985,0,0
DVD,Units,1986,0,0
DVD,Units,1987,0,0
DVD,Units,1988,0,0
DVD,Units,1989,0,0
DVD,Units,1990,0,0
DVD,Units,1991,0,0
DVD,Units,1992,0,0
DVD,Units,1993,0,0
DVD,Units,1994,0,0
DVD,Units,1995,0,0
DVD,Units,1996,0,0
DVD,Units,1997,0,0
DVD,Units,1998,0,0
DVD,Units,1999,0,0
DVD,Units,2000,0,0
DVD,Units,2001,0,0
DVD,Units,2002,0,0
DVD,Units,2003,0,0
DVD,Units,2004,0,0
DVD,Units,2005,0,1000000
DVD,Units,2006,0,0
DVD,Units,2007,0,0
DVD,Units,2008,0,0
DVD,Units,2009,0,0
DVD,Units,2010,0,0
DVD,Units,2011,0,0
DVD,Units,2012,0,0
DVD,Units,2013,0,0
DVD,Units,2014,0,0
DVD,Units,2015,0,0
DVD,Units,2016,0,0
DVD,Units,2017,0,0
DVD,Units,2018,0,0
DVD,Units,2019,0,0
CD,Units,1973,0,0
CD,Units,1974,0,0
CD,Units,1975,0,0
CD,Units,1976,0,0
CD,Units,1977,0,0
CD,Units,1978,0,0
CD,Units,1979,0,0
CD,Units,1980,0,0
CD,Units,1981,0,0
CD,Units,1982,0,0
CD,Units,1983,0,0
CD,Units,1984,0,0
CD,Units,1985,0,0
CD,Units,1986,0,0
CD,Units,1987,0,0
CD,Units,1988,0,0
CD,Units,1989,0,0
CD,Units,1990,0,0
CD,Units,1991,0,0
CD,Units,1992,0,0
CD,Units,1993,0,0
CD,Units,1994,0,0
CD,Units,1995,0,0
CD,Units,1996,0,0
CD,Units,1997,0,0
CD,Units,1998,0,0
CD,Units,1999,0,0
CD,Units,2000,0,0
CD,Units,2001,0,0
CD,Units,2002,0,0
CD,Units,2003,0,1000000
CD,Units,2004,0,1000000
CD,Units,2005,0,1000000
CD,Units,2006,0,0
CD,Units,2007,0,0
CD,Units,2008,0,0
CD,Units,2009,0,0
CD,Units,2010,0,0
CD,Units,2011,0,0
CD,Units,2012,0,0
CD,Units,2013,0,0
CD,Units,2014,0,0
CD,Units,2015,0,0
CD,Units,2016,0,0
CD,Units,2017,0,0
CD,Units,2018,0,0
CD,Units,2019,0,0
Download,Units,1974,0,0
Download,Units,1975,0,0
Download,Units,1976,0,0
Download,Units,1977,0,0
Download,Units,1978,0,0
Download,Units,1979,0,0
Download,Units,1980,0,0
Download,Units,1981,0,0
Download,Units,1982,0,0
Download,Units,1983,0,0
Download,Units,1984,0,0
Download,Units,1985,0,0
Download,Units,1986,0,0
Download,Units,1987,0,0
Download,Units,1988,0,0
Download,Units,1989,0,0
Download,Units,1990,0,0
Download,Units,1991,0,0
Download,Units,1992,0,0
Download,Units,1993,0,0
Download,Units,1994,0,0
Download,Units,1995,0,0
Download,Units,1996,0,0
Download,Units,1997,0,0
Download,Units,1998,0,0
Download,Units,1999,0,0
Download,Units,2000,0,0
Download,Units,2001,0,0
Download,Units,2002,0,0
Download,Units,2003,0,0
Download,Units,2004,0,139000000
Download,Units,2005,0,367000000
Download,Units,2006,0,586000000
Download,Units,2007,0,819000000
Download,Units,2008,0,1043000000
Download,Units,2009,0,1124000000
Download,Units,2010,0,1177000000
Download,Units,2011,0,1332000000
Download,Units,2012,0,1403000000
Download,Units,2013,0,1333000000
Download,Units,2014,0,1154000000
Download,Units,2015,0,986000000
Download,Units,2016,0,743000000
Download,Units,2017,0,554000000
Download,Units,2018,0,400000000
Download,Units,2019,0,335000000
Download,Units,1973,0,0
Download,Units,1974,0,0
Download,Units,1975,0,0
Download,Units,1976,0,0
Download,Units,1977,0,0
Download,Units,1978,0,0
Download,Units,1979,0,0
Download,Units,1980,0,0
Download,Units,1981,0,0
Download,Units,1982,0,0
Download,Units,1983,0,0
Download,Units,1984,0,0
Download,Units,1985,0,0
Download,Units,1986,0,0
Download,Units,1987,0,0
Download,Units,1988,0,0
Download,Units,1989,0,0
Download,Units,1990,0,0
Download,Units,1991,0,0
Download,Units,1992,0,0
Download,Units,1993,0,0
Download,Units,1994,0,0
Download,Units,1995,0,0
Download,Units,1996,0,0
Download,Units,1997,0,0
Download,Units,1998,0,0
Download,Units,1999,0,0
Download,Units,2000,0,0
Download,Units,2001,0,0
Download,Units,2002,0,0
Download,Units,2003,0,0
Download,Units,2004,0,5000000
Download,Units,2005,0,14000000
Download,Units,2006,0,28000000
Download,Units,2007,0,50000000
Download,Units,2008,0,64000000
Download,Units,2009,0,75000000
Download,Units,2010,0,86000000
Download,Units,2011,0,104000000
Download,Units,2012,0,117000000
Download,Units,2013,0,118000000
Download,Units,2014,0,114000000
Download,Units,2015,0,107000000
Download,Units,2016,0,85000000
Download,Units,2017,0,66000000
Download,Units,2018,0,50000000
Download,Units,2019,0,40000000
Other,Units,1973,0,0
Other,Units,1974,0,0
Other,Units,1975,0,0
Other,Units,1976,0,0
Other,Units,1977,0,0
Other,Units,1978,0,0
Other,Units,1979,0,0
Other,Units,1980,0,0
Other,Units,1981,0,0
Other,Units,1982,0,0
Other,Units,1983,0,0
Other,Units,1984,0,0
Other,Units,1985,0,0
Other,Units,1986,0,0
Other,Units,1987,0,0
Other,Units,1988,0,0
Other,Units,1989,0,0
Other,Units,1990,0,0
Other,Units,1991,0,0
Other,Units,1992,0,0
Other,Units,1993,0,0
Other,Units,1994,0,0
Other,Units,1995,0,0
Other,Units,1996,0,0
Other,Units,1997,0,0
Other,Units,1998,0,0
Other,Units,1999,0,0
Other,Units,2000,0,0
Other,Units,2001,0,0
Other,Units,2002,0,0
Other,Units,2003,0,0
Other,Units,2004,0,0
Other,Units,2005,0,1000000
Other,Units,2006,0,1000000
Other,Units,2007,0,2000000
Other,Units,2008,0,2000000
Other,Units,2009,0,2000000
Other,Units,2010,0,2000000
Other,Units,2011,0,1000000
Other,Units,2012,0,2000000
Other,Units,2013,0,4000000
Other,Units,2014,0,2000000
Other,Units,2015,0,2000000
Other,Units,2016,0,2000000
Other,Units,2017,0,1000000
Other,Units,2018,0,1000000
Other,Units,2019,0,1000000
Download,Units,1973,0,0
Download,Units,1974,0,0
Download,Units,1975,0,0
Download,Units,1976,0,0
Download,Units,1977,0,0
Download,Units,1978,0,0
Download,Units,1979,0,0
Download,Units,1980,0,0
Download,Units,1981,0,0
Download,Units,1982,0,0
Download,Units,1983,0,0
Download,Units,1984,0,0
Download,Units,1985,0,0
Download,Units,1986,0,0
Download,Units,1987,0,0
Download,Units,1988,0,0
Download,Units,1989,0,0
Download,Units,1990,0,0
Download,Units,1991,0,0
Download,Units,1992,0,0
Download,Units,1993,0,0
Download,Units,1994,0,0
Download,Units,1995,0,0
Download,Units,1996,0,0
Download,Units,1997,0,0
Download,Units,1998,0,0
Download,Units,1999,0,0
Download,Units,2000,0,0
Download,Units,2001,0,0
Download,Units,2002,0,0
Download,Units,2003,0,0
Download,Units,2004,0,0
Download,Units,2005,0,2000000
Download,Units,2006,0,10000000
Download,Units,2007,0,14000000
Download,Units,2008,0,21000000
Download,Units,2009,0,21000000
Download,Units,2010,0,18000000
Download,Units,2011,0,16000000
Download,Units,2012,0,10000000
Download,Units,2013,0,8000000
Download,Units,2014,0,7000000
Download,Units,2015,0,3000000
Download,Units,2016,0,2000000
Download,Units,2017,0,1000000
Download,Units,2018,0,1000000
Download,Units,2019,0,1000000
Other,Units,1974,0,0
Other,Units,1975,0,0
Other,Units,1976,0,0
Other,Units,1977,0,0
Other,Units,1978,0,0
Other,Units,1979,0,0
Other,Units,1980,0,0
Other,Units,1981,0,0
Other,Units,1982,0,0
Other,Units,1983,0,0
Other,Units,1984,0,0
Other,Units,1985,0,0
Other,Units,1986,0,0
Other,Units,1987,0,0
Other,Units,1988,0,0
Other,Units,1989,0,0
Other,Units,1990,0,0
Other,Units,1991,0,0
Other,Units,1992,0,0
Other,Units,1993,0,0
Other,Units,1994,0,0
Other,Units,1995,0,0
Other,Units,1996,0,0
Other,Units,1997,0,0
Other,Units,1998,0,0
Other,Units,1999,0,0
Other,Units,2000,0,0
Other,Units,2001,0,0
Other,Units,2002,0,0
Other,Units,2003,0,0
Other,Units,2004,0,0
Other,Units,2005,0,170000000
Other,Units,2006,0,315000000
Other,Units,2007,0,434000000
Other,Units,2008,0,405000000
Other,Units,2009,0,294000000
Other,Units,2010,0,189000000
Other,Units,2011,0,115000000
Other,Units,2012,0,59000000
Other,Units,2013,0,39000000
Other,Units,2014,0,27000000
Other,Units,2015,0,22000000
Other,Units,2016,0,23000000
Other,Units,2017,0,14000000
Other,Units,2018,0,10000000
Other,Units,2019,0,9000000
Streaming,Units,1974,0,0
Streaming,Units,1975,0,0
Streaming,Units,1976,0,0
Streaming,Units,1977,0,0
Streaming,Units,1978,0,0
Streaming,Units,1979,0,0
Streaming,Units,1980,0,0
Streaming,Units,1981,0,0
Streaming,Units,1982,0,0
Streaming,Units,1983,0,0
Streaming,Units,1984,0,0
Streaming,Units,1985,0,0
Streaming,Units,1986,0,0
Streaming,Units,1987,0,0
Streaming,Units,1988,0,0
Streaming,Units,1989,0,0
Streaming,Units,1990,0,0
Streaming,Units,1991,0,0
Streaming,Units,1992,0,0
Streaming,Units,1993,0,0
Streaming,Units,1994,0,0
Streaming,Units,1995,0,0
Streaming,Units,1996,0,0
Streaming,Units,1997,0,0
Streaming,Units,1998,0,0
Streaming,Units,1999,0,0
Streaming,Units,2000,0,0
Streaming,Units,2001,0,0
Streaming,Units,2002,0,0
Streaming,Units,2003,0,0
Streaming,Units,2004,0,0
Streaming,Units,2005,0,1000000
Streaming,Units,2006,0,2000000
Streaming,Units,2007,0,2000000
Streaming,Units,2008,0,2000000
Streaming,Units,2009,0,1000000
Streaming,Units,2010,0,2000000
Streaming,Units,2011,0,2000000
Streaming,Units,2012,0,3000000
Streaming,Units,2013,0,6000000
Streaming,Units,2014,0,8000000
Streaming,Units,2015,0,11000000
Streaming,Units,2016,0,23000000
Streaming,Units,2017,0,35000000
Streaming,Units,2018,0,47000000
Streaming,Units,2019,0,60000000
Streaming,Units,1973,0,0
Streaming,Units,1974,0,0
Streaming,Units,1975,0,0
Streaming,Units,1976,0,0
Streaming,Units,1977,0,0
Streaming,Units,1978,0,0
Streaming,Units,1979,0,0
Streaming,Units,1980,0,0
Streaming,Units,1981,0,0
Streaming,Units,1982,0,0
Streaming,Units,1983,0,0
Streaming,Units,1984,0,0
Streaming,Units,1985,0,0
Streaming,Units,1986,0,0
Streaming,Units,1987,0,0
Streaming,Units,1988,0,0
Streaming,Units,1989,0,0
Streaming,Units,1990,0,0
Streaming,Units,1991,0,0
Streaming,Units,1992,0,0
Streaming,Units,1993,0,0
Streaming,Units,1994,0,0
Streaming,Units,1995,0,0
Streaming,Units,1996,0,0
Streaming,Units,1997,0,0
Streaming,Units,1998,0,0
Streaming,Units,1999,0,0
Streaming,Units,2000,0,0
Streaming,Units,2001,0,0
Streaming,Units,2002,0,0
Streaming,Units,2003,0,0
Streaming,Units,2004,0,0
Streaming,Units,2005,0,1000000
Streaming,Units,2006,0,2000000
Streaming,Units,2007,0,2000000
Streaming,Units,2008,0,2000000
Streaming,Units,2009,0,1000000
Streaming,Units,2010,0,2000000
Streaming,Units,2011,0,2000000
Streaming,Units,2012,0,3000000
Streaming,Units,2013,0,6000000
Streaming,Units,2014,0,8000000
Streaming,Units,2015,0,11000000
Streaming,Units,2016,0,23000000
Streaming,Units,2017,0,35000000
Streaming,Units,2018,0,50000000
Streaming,Units,2019,0,0
CD,Value,1973,0,0
CD,Value,1974,0,0
CD,Value,1975,0,0
CD,Value,1976,0,0
CD,Value,1977,0,0
CD,Value,1978,0,0
CD,Value,1979,0,0
CD,Value,1980,0,0
CD,Value,1981,0,0
CD,Value,1982,0,0
CD,Value,1983,17000000,0
CD,Value,1984,103000000,0
CD,Value,1985,390000000,0
CD,Value,1986,930000000,0
CD,Value,1987,1594000000,0
CD,Value,1988,2090000000,0
CD,Value,1989,2588000000,0
CD,Value,1990,3452000000,0
CD,Value,1991,4338000000,0
CD,Value,1992,5327000000,0
CD,Value,1993,6511000000,0
CD,Value,1994,8465000000,0
CD,Value,1995,9377000000,0
CD,Value,1996,9935000000,0
CD,Value,1997,9915000000,0
CD,Value,1998,11416000000,0
CD,Value,1999,12816000000,0
CD,Value,2000,13215000000,0
CD,Value,2001,12909000000,0
CD,Value,2002,12044000000,0
CD,Value,2003,11233000000,0
CD,Value,2004,11447000000,0
CD,Value,2005,10520000000,0
CD,Value,2006,9373000000,0
CD,Value,2007,7452000000,0
CD,Value,2008,5471000000,0
CD,Value,2009,4319000000,0
CD,Value,2010,3389000000,0
CD,Value,2011,3101000000,0
CD,Value,2012,2486000000,0
CD,Value,2013,2141000000,0
CD,Value,2014,1776000000,0
CD,Value,2015,1445000000,0
CD,Value,2016,1131000000,0
CD,Value,2017,1057000000,0
CD,Value,2018,698000000,0
CD,Value,2019,615000000,0
CD,Value,1973,0,0
CD,Value,1974,0,0
CD,Value,1975,0,0
CD,Value,1976,0,0
CD,Value,1977,0,0
CD,Value,1978,0,0
CD,Value,1979,0,0
CD,Value,1980,0,0
CD,Value,1981,0,0
CD,Value,1982,0,0
CD,Value,1983,0,0
CD,Value,1984,0,0
CD,Value,1985,0,0
CD,Value,1986,0,0
CD,Value,1987,0,0
CD,Value,1988,10000000,0
CD,Value,1989,-1000000,0
CD,Value,1990,6000000,0
CD,Value,1991,35000000,0
CD,Value,1992,45000000,0
CD,Value,1993,46000000,0
CD,Value,1994,56000000,0
CD,Value,1995,111000000,0
CD,Value,1996,184000000,0
CD,Value,1997,273000000,0
CD,Value,1998,213000000,0
CD,Value,1999,222000000,0
CD,Value,2000,143000000,0
CD,Value,2001,79000000,0
CD,Value,2002,20000000,0
CD,Value,2003,36000000,0
CD,Value,2004,15000000,0
CD,Value,2005,11000000,0
CD,Value,2006,8000000,0
CD,Value,2007,12000000,0
CD,Value,2008,4000000,0
CD,Value,2009,3000000,0
CD,Value,2010,3000000,0
CD,Value,2011,4000000,0
CD,Value,2012,3000000,0
CD,Value,2013,2000000,0
CD,Value,2014,4000000,0
CD,Value,2015,1000000,0
CD,Value,2016,0,0
CD,Value,2017,1000000,0
CD,Value,2018,0,0
CD,Value,2019,0,0
Cassette,Value,1973,76000000,0
Cassette,Value,1974,87000000,0
Cassette,Value,1975,99000000,0
